DrugBank ID,bit_0,bit_1,bit_2,bit_3,bit_4,bit_5,bit_6,bit_7,bit_8,bit_9,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,bit_21,bit_22,bit_23,bit_24,bit_25,bit_26,bit_27,bit_28,bit_29,bit_30,bit_31,bit_32,bit_33,bit_34,bit_35,bit_36,bit_37,bit_38,bit_39,bit_40,bit_41,bit_42,bit_43,bit_44,bit_45,bit_46,bit_47,bit_48,bit_49,bit_50,bit_51,bit_52,bit_53,bit_54,bit_55,bit_56,bit_57,bit_58,bit_59,bit_60,bit_61,bit_62,bit_63,bit_64,bit_65,bit_66,bit_67,bit_68,bit_69,bit_70,bit_71,bit_72,bit_73,bit_74,bit_75,bit_76,bit_77,bit_78,bit_79,bit_80,bit_81,bit_82,bit_83,bit_84,bit_85,bit_86,bit_87,bit_88,bit_89,bit_90,bit_91,bit_92,bit_93,bit_94,bit_95,bit_96,bit_97,bit_98,bit_99
DB00178,1.0527,1.8647,1.39,0.6884,-0.6864,-0.0395,-0.7374,0.4672,0.4508,-0.5669,0.0171,-0.8788,-0.778,-0.7531,0.7151,0.2006,-0.393,-0.3406,-0.7593,1.3823,-1.1948,-0.3852,0.2047,0.8797,-0.0318,-0.2082,0.324,0.0198,-0.9146,-0.0809,-0.0854,0.5133,-0.2602,-0.3855,0.3709,0.0738,-0.0903,0.3555,0.3454,-0.5561,0.1263,0.7772,-0.8438,-0.7522,0.528,0.9069,0.5837,0.1277,-0.1595,-0.5456,0.067,-0.7422,0.1449,0.1263,0.2515,0.2785,-0.6112,0.4863,0.0339,-0.4743,0.8974,0.1741,-0.3608,-0.6857,-0.2403,0.1761,-0.0605,-0.1254,0.1423,-0.8117,-0.0914,0.3077,-0.2202,-0.2545,0.6248,0.3071,0.3117,0.5484,0.3053,0.2107,-0.0623,0.0462,0.0847,-0.3655,0.331,-0.2795,0.1672,-0.0909,-0.1172,-0.0004,0.3577,-0.3548,-0.3245,-0.0282,-0.1598,-0.1387,-0.3529,-0.33,0.0342,0.391
DB00179,-1.232,-0.1616,0.8304,-0.5006,-0.7114,0.4004,0.0408,-0.2232,-1.0285,0.2188,0.6961,0.3094,0.5356,0.884,-0.2363,-0.0358,0.2156,-0.1928,-0.6004,0.6952,-0.0058,0.3562,-0.2218,-0.002,0.3762,0.1041,0.4086,-0.0419,-0.4193,0.3397,-0.3144,0.1639,0.0184,0.0485,0.3884,0.2949,-0.069,0.1953,0.094,-0.0741,0.5102,0.0708,-0.2352,-0.2351,0.1936,-0.4283,-0.1558,0.187,-0.0968,0.1327,-0.0543,-0.0091,0.0562,-0.4704,0.0496,-0.3255,-0.1379,0.1765,0.1896,0.3257,-0.0276,-0.0863,-0.0008,0.2876,0.1436,-0.2322,0.1305,0.4118,0.2302,0.2696,0.1901,0.086,0.0795,-0.056,-0.1194,0.2742,0.0675,-0.1143,-0.1449,-0.395,0.0442,0.1112,-0.1241,-0.1179,-0.183,-0.1986,-0.1606,0.2485,-0.3547,-0.0599,-0.2374,0.0043,0.4333,0.135,-0.1941,-0.0402,0.244,-0.114,0.0995,0.0752
DB00180,2.1795,-2.2075,-0.2106,0.1154,-0.2607,-1.1227,1.6722,-0.2961,0.9469,-0.5856,0.7618,-0.155,-0.0721,1.0603,-0.8763,1.072,0.8319,0.4225,0.1371,0.3666,0.0527,0.271,0.1559,0.4645,-0.0463,0.7682,-0.009,-0.0401,0.2268,0.4365,-0.4068,0.1211,-0.2033,-0.9371,0.0311,0.3865,-0.0509,-0.1278,-0.0768,-0.376,-0.319,0.1455,-0.2092,0.0712,0.0316,0.3673,-0.1989,0.5136,1.0737,-0.2981,-0.0002,0.3907,-0.3577,0.4017,0.6675,-1.1021,-0.5486,-0.2111,0.2059,-0.3302,-0.127,0.3971,-0.1822,0.2096,0.1052,0.1733,-0.6481,-0.3424,0.3093,0.8096,0.4746,0.1342,0.3258,-0.8212,-0.1787,-0.7907,0.1379,0.3345,0.1612,0.32,-0.8829,-0.3645,0.324,0.279,0.2988,-1.042,0.7306,-0.1545,0.4776,-0.4843,0.3917,-0.4384,-0.1526,-0.4412,0.3867,0.1801,0.1238,-0.1042,-0.2974,-0.402
DB00181,-0.9962,-0.0558,0.8661,0.5702,0.0318,0.0446,1.0364,-0.2756,0.1745,0.9606,0.8283,-0.0181,-0.1272,-0.5628,-0.2982,-0.7595,-0.4295,0.4643,-0.5143,0.3711,-0.0185,-0.0115,0.2789,-0.4843,0.2255,0.5318,-0.2141,0.1229,0.6912,0.3325,0.3628,-0.0871,-0.0875,0.0053,-0.2512,0.3057,0.3938,-0.5129,0.1311,0.2628,-0.1952,-0.0005,-0.1528,-0.398,-0.3053,-0.1504,-0.1072,-0.3969,0.3067,0.1996,-0.3192,0.2372,0.1451,-0.0177,0.1338,-0.1019,0.0773,0.292,-0.1228,-0.3592,0.1198,0.0425,0.1199,-0.1223,0.1569,-0.2823,-0.0336,-0.3314,0.223,-0.1268,-0.2091,0.0689,0.0078,0.2974,-0.1688,0.1223,-0.1785,-0.2674,-0.0297,0.3663,0.0274,-0.1801,0.0547,0.1914,-0.2517,-0.1787,0.1511,-0.2459,-0.1645,-0.1566,-0.0646,0.1954,-0.1591,-0.0706,0.0308,0.1398,0.1449,-0.0619,0.0243,0.0716
DB00182,-1.379,0.4139,0.9036,0.7419,-1.1577,0.0009,0.0722,0.4494,-0.4436,-0.2762,-0.3132,-0.2436,-0.1438,0.2033,-0.6788,-0.0357,0.0144,0.183,-0.4754,0.9131,-0.0562,0.1377,0.2354,0.0828,0.3583,-0.0149,0.2562,-0.1253,0.2195,-0.6054,0.0453,0.4298,0.0873,0.0466,-0.173,0.3317,-0.243,0.0525,0.2067,-0.3663,0.2464,-0.3581,-0.0971,-0.0663,0.1395,0.0648,-0.001,0.3533,0.2308,0.1559,-0.1192,-0.2177,-0.4728,-0.0592,0.2732,-0.1543,-0.1482,-0.2663,-0.0628,0.1437,-0.3163,-0.1353,-0.024,-0.0857,0.1186,-0.0872,0.1825,0.0479,0.0632,0.079,0.1416,0.1254,0.2181,-0.0161,-0.3554,-0.1394,0.2132,-0.2943,-0.3979,0.1194,0.0517,0.2939,0.023,0.0384,-0.1165,0.0031,0.024,0.2664,-0.1772,0.073,-0.0219,-0.0061,0.0061,-0.0853,0.0609,0.0281,0.0223,-0.1256,0.1217,-0.0876
DB00184,-0.267,0.2258,-1.5323,0.6,-0.0224,0.7748,-0.9708,-0.0038,-0.4193,-0.4794,-0.1671,-0.74,-0.5984,0.2845,0.5991,-0.053,0.1935,0.1885,-0.0892,-0.3,0.0142,-0.0167,0.221,0.2835,-0.113,0.14,0.7688,-0.4519,-0.219,-0.0363,-0.639,0.0829,-0.1178,0.0429,0.2339,0.1822,0.4722,-0.199,-0.0932,-0.1826,0.3571,-0.2094,-0.5537,-0.069,0.2778,-0.547,-0.257,0.4169,-0.3149,0.4716,-0.1237,0.5085,0.1972,-0.4149,0.201,-0.1535,-0.0618,-0.4226,0.7443,0.0278,0.2217,-0.2712,0.2378,0.2279,0.3446,-0.4201,-0.0067,-0.0012,-0.6154,0.1749,-0.1813,-0.0954,-0.0879,0.1597,-0.3163,0.0802,-0.0754,-0.155,-0.0348,-0.1563,-0.1452,-0.091,-0.2521,-0.0093,-0.0684,0.3328,0.35,-0.0442,-0.0479,-0.4474,0.0277,0.0363,-0.2165,0.1895,-0.0019,-0.2636,-0.2664,0.2416,-0.0006,-0.2116
DB00185,0.2981,-1.1013,-0.7725,0.5081,0.1285,0.8461,-0.8229,0.0086,-0.1131,0.634,0.2399,0.1459,-0.0968,-0.4611,0.0435,0.2081,0.5543,-0.1737,0.0094,-0.3338,0.0273,-0.2192,-0.1643,0.3901,-0.1082,0.016,0.4802,0.2744,-0.133,-0.1643,-0.1279,-0.1281,0.0382,-0.2095,-0.0141,-0.0626,-0.2928,0.0946,-0.0984,-0.1622,0.0917,-0.0988,-0.1731,-0.4439,0.1173,-0.2633,0.1998,0.6215,0.1333,-0.1279,-0.0364,0.248,0.0208,-0.0419,-0.2168,0.0165,-0.0408,-0.1779,0.1969,-0.1188,-0.1903,-0.0147,-0.0982,0.019,0.0673,-0.4623,-0.4425,-0.2432,-0.1905,0.4107,-0.1359,0.088,-0.2114,0.1047,-0.0438,-0.3106,0.1628,0.3528,-0.2197,-0.1218,0.0299,0.7175,0.1043,0.1727,0.2512,-0.3058,-0.4617,-0.1023,0.2505,0.2883,-0.3833,-0.2739,0.0786,0.0159,0.1438,0.0715,0.5848,0.1691,-0.1559,-0.2453
DB00186,-0.5882,0.2578,-1.6412,0.0981,-0.1305,-0.1376,1.9775,-0.2238,-0.484,0.881,-0.2225,-0.0451,-0.1405,-1.2561,-0.2111,-0.0955,-0.7374,0.6094,0.1707,-0.2086,-0.1885,0.7189,-0.0608,-0.1683,0.2525,-0.0912,-0.8398,-0.113,-0.1164,0.3809,-0.0477,0.0603,0.3574,-0.0766,0.3627,-0.6186,0.3728,0.2469,-0.5086,0.0711,-0.0387,0.1283,0.4234,0.2071,0.1354,-0.5573,-0.0854,0.0784,0.3362,0.3456,0.589,-0.7076,0.5785,-0.5648,0.1667,0.0588,-0.4656,0.0474,-0.4256,-0.1442,0.0873,-0.1668,-0.1309,0.6539,-0.1705,0.2612,-0.2718,-0.3164,-0.0898,0.1877,0.4312,-0.4992,0.3633,0.021,0.2307,0.1091,-0.0898,-0.0114,0.1324,0.3702,-0.2315,-0.2534,-0.0668,-0.7251,-0.1077,-0.1413,0.2156,0.3613,-0.3505,-0.1161,-0.4316,0.2999,0.3824,0.5868,-0.2242,0.4297,-0.1422,-0.2192,-0.3152,0.1287
DB00187,-0.4113,0.5037,1.7711,-1.2842,-0.3381,-0.5305,-0.8063,-0.0203,-0.4239,-0.4061,0.8612,-0.6532,-0.1546,0.2201,-0.0581,0.559,-0.5014,-0.2575,-1.16,-0.7722,-0.6195,0.6211,-0.2067,-0.2678,-0.4984,-0.0704,-0.7853,-0.7388,-0.283,0.17,0.5687,0.7357,0.4526,-0.7696,0.2979,-0.5791,-0.2179,0.6697,0.9276,-0.1907,0.7149,0.0875,0.2853,-0.2206,-0.3886,-0.279,0.262,-0.3029,0.069,-0.0973,0.0432,0.5954,0.2546,-0.1079,0.0855,-0.3844,0.0242,-0.1619,-0.5363,-0.4667,-0.1773,0.0664,0.3313,-0.0717,-0.1536,-0.0371,0.2764,0.5545,-0.0978,-0.0943,0.3972,-0.4288,-0.4308,0.2894,-0.3017,-0.1442,-0.1299,-0.0118,0.2361,0.2419,0.282,-0.0006,-0.0675,-0.0421,-0.1158,0.0364,0.1037,-0.1036,0.3155,-0.523,-0.0917,-0.2541,-0.3029,0.2474,0.0453,-0.4041,0.1135,0.337,-0.0681,0.0828
DB00188,-0.5869,1.6858,1.509,0.2702,-0.4903,0.1627,0.687,-0.3769,-0.242,-0.8021,-0.1462,-0.946,-0.2966,0.1294,0.3573,-0.4297,0.5313,0.4893,-0.3694,-0.0678,0.4941,0.7812,-0.2464,0.3092,-0.0901,-0.2913,0.8058,-0.5559,0.6211,0.3111,-0.0464,0.2915,0.1453,0.0598,0.4156,-0.2402,-0.0798,0.576,0.1383,-0.8221,0.4679,-0.0831,-0.2377,-0.0977,-0.2215,-0.4926,-0.464,0.2772,-0.0309,0.2913,-0.0233,0.0688,-0.353,-0.3886,0.1161,0.2692,-0.3769,-0.121,-0.036,0.3271,0.1374,0.3913,0.1367,0.2307,-0.0526,-0.6254,-0.279,-0.387,-0.2353,-0.397,-0.2912,-0.0461,0.5883,-0.4028,-0.1158,0.4688,-0.067,-0.742,-0.1775,0.3818,0.127,0.4169,-0.0217,0.0351,-0.5706,0.1645,-0.2134,0.1198,0.5763,0.3794,-0.1547,-0.2983,-0.0399,0.3064,-0.2497,0.3039,-0.2046,-0.1451,-0.2904,-0.2027
DB00189,-0.9629,-1.5565,0.2741,-0.1424,-0.1585,0.1628,-0.1648,-0.025,0.235,-0.0396,0.4162,0.2466,0.1549,-0.4257,0.6553,-0.047,-0.2882,-0.0892,0.0408,-0.0601,0.4876,0.368,0.3982,0.5696,-0.0758,-0.067,0.0192,0.6894,-0.1029,-0.2599,0.1086,-0.1369,0.0493,0.3388,0.4545,0.1444,-0.4831,0.1792,-0.0236,0.1782,-0.17,0.0308,0.3383,-0.391,-0.041,0.024,-0.4837,-0.2169,0.2689,0.017,0.2209,-0.1317,-0.3589,-0.1267,0.293,0.0256,0.2882,0.2949,0.4515,0.182,-0.2013,-0.2576,-0.0491,0.3577,-0.3214,0.0659,-0.1786,-0.4482,-0.4576,0.0735,0.127,-0.1446,-0.2768,-0.1703,-0.0101,0.1192,-0.1268,0.0413,0.0493,-0.0389,-0.0176,-0.0317,-0.1297,-0.1121,-0.4104,-0.1198,-0.1867,0.5851,-0.0892,0.0974,0.0387,0.0695,-0.1644,-0.1081,-0.0343,-0.0255,-0.139,0.1061,-0.098,-0.4701
DB00191,-1.4695,0.1529,0.397,0.7923,-0.6108,-0.3389,-0.1041,0.3425,-0.0513,-0.2899,-0.3796,-0.048,-0.4909,0.3739,-0.4305,-0.0183,0.0492,-0.1938,0.2226,0.4921,-0.1902,0.226,0.717,-0.1364,0.6086,-0.5176,0.0311,0.5653,-0.0173,-0.3678,-0.0506,0.4668,0.2235,0.0964,-0.0661,0.0673,-0.5999,-0.0652,0.289,-0.3211,0.0903,-0.1073,-0.262,-0.1674,-0.0537,-0.1749,-0.3106,-0.0644,-0.0646,0.2092,-0.0077,-0.0025,-0.7514,0.086,0.006,-0.0799,-0.2167,-0.1777,0.1482,-0.1441,0.0504,-0.1556,0.1466,-0.1727,0.0255,0.2653,-0.0823,0.0105,-0.087,0.2136,0.0101,0.1205,0.3611,0.1103,-0.1895,-0.0339,-0.1478,0.1111,-0.3541,0.0066,0.1852,0.088,-0.052,0.0332,0.0487,-0.1597,-0.1108,-0.0595,-0.2111,0.0398,0.0997,-0.0236,-0.0096,-0.0543,-0.0045,-0.1749,0.1009,0.0158,-0.0248,-0.1245
DB00193,0.3232,-0.3994,-0.6959,-0.8563,-1.3205,-0.5913,-1.0581,0.5005,-0.569,-0.1138,0.0032,0.1895,-0.6781,-0.0357,-0.0902,-0.6146,0.2532,-0.9086,0.0007,0.0651,-0.0247,-0.3383,0.2823,-0.1276,0.0436,0.0561,-0.7389,-0.0372,-0.276,-0.3251,0.0722,0.0518,0.1302,-0.1409,-0.1273,0.0597,0.8107,-0.0533,-0.3824,-0.5661,-0.5741,0.2959,-0.0429,-0.3526,-0.0528,0.1107,-0.3791,0.2324,0.0112,0.0192,0.2028,0.0678,0.6787,-0.8343,0.13,0.0461,0.0712,-0.2107,0.1789,0.086,-0.2654,0.0753,0.0146,-0.0717,-0.4434,-0.4339,0.5882,-0.2641,0.0081,-0.0602,-0.0715,0.1226,0.3039,-0.2125,-0.3088,-0.0331,0.5483,-0.2247,-0.1302,0.4984,-0.3041,0.2292,-0.4009,-0.3359,0.0698,0.0543,-0.0172,-0.3163,0.1329,-0.2671,0.1674,-0.019,-0.0307,0.2699,-0.3799,-0.0295,0.2169,0.0648,-0.3942,0.0918
DB00195,-0.039,0.2358,1.0219,-1.1961,-0.7824,0.2885,-1.1021,0.5161,-1.0644,-0.6568,1.2179,-0.9704,-0.7949,0.4247,-0.1638,0.5282,-0.9355,-0.658,-0.571,-0.3074,-0.9578,0.2315,0.0907,-0.4706,-1.079,-0.0894,-0.5339,-0.6239,-0.3488,0.1184,0.2253,0.7274,0.4801,-0.9146,0.1269,-0.7483,-0.1517,0.8629,0.614,0.0408,0.4516,-0.352,-0.0739,-0.3931,-0.2797,-0.2961,0.146,-0.075,0.1445,-0.1604,0.2725,0.239,0.0747,0.0555,0.3123,-0.0929,0.0273,-0.2358,-0.496,-0.3912,-0.2357,0.326,0.1389,-0.1267,0.2926,-0.0691,-0.0696,0.3101,-0.1836,-0.2199,0.4986,0.0232,-0.324,-0.0119,-0.276,-0.0122,-0.1538,0.1676,0.4583,0.025,0.106,0.1387,0.0254,0.0654,-0.1308,-0.3783,-0.2084,-0.1363,0.2526,-0.7765,-0.3356,0.0257,-0.2201,0.2688,0.2541,-0.1256,0.076,0.656,0.233,0.3079
DB00196,-1.2468,-0.2035,-0.603,-0.5767,0.5931,0.5336,0.5166,-0.0489,0.3824,-0.0584,1.0217,-0.4078,0.657,0.6818,-0.3412,-0.1715,-0.1085,-0.5566,0.1628,0.2052,0.7758,-0.4329,0.3177,0.3089,0.5669,-0.9042,0.6361,0.4921,-0.4637,0.2023,-0.3929,0.6173,-0.1023,-0.3025,0.4233,0.2783,1.0155,-0.3976,0.519,0.4187,0.3195,-0.6057,0.6877,-0.2098,-0.2447,0.2867,-0.3248,-0.1762,-0.2017,-0.3569,-0.061,0.0292,-0.1037,-0.0225,-0.0698,0.0914,-0.6475,0.1838,0.2004,-0.5822,-0.4123,-0.1234,-0.1304,0.2162,0.0696,-0.2147,-0.4244,0.2941,-0.3059,-0.1078,-0.0543,-0.0445,0.8663,-0.7993,-0.0488,0.7613,-0.2266,0.4561,0.071,-0.294,0.4534,0.0935,-0.2111,0.1395,-0.2546,0.7703,0.2422,-0.4303,-0.2281,-0.0292,0.0879,0.3023,-0.0635,-0.1564,0.192,-0.2025,0.097,0.2622,-0.0969,-0.0541
DB00198,0.7087,0.0855,1.0106,0.0112,0.6767,-0.0482,-0.7669,0.3151,0.2801,0.0481,0.1518,0.2918,-0.1346,-0.5229,0.4322,0.2985,-0.349,0.5378,-0.513,0.6233,0.0752,-0.356,-0.1296,0.4591,-0.4547,-0.2906,0.1248,0.3069,-0.371,-0.2964,-0.2945,0.511,-0.1931,-0.1262,-0.252,0.4778,-0.1768,-0.3903,0.1822,0.0794,-0.085,0.1601,0.1186,0.082,-0.2197,-0.4232,0.3148,-0.3964,-0.0604,-0.2079,-0.0555,-0.037,0.1929,-0.4229,0.0095,0.1478,0.123,0.2144,-0.1227,0.4384,0.4979,0.085,0.1421,0.1613,0.5211,-0.0663,0.3637,-0.2237,0.5833,0.1174,0.2722,0.584,0.2386,0.4527,0.4044,-0.3873,-0.0034,-0.2008,0.0154,-0.1259,-0.3712,-0.2151,0.3378,-0.3866,-0.4404,0.2778,0.3167,0.0222,-0.045,0.5049,0.2933,-0.3278,-0.078,-0.5696,0.1293,0.2493,-0.0929,-0.1949,0.2525,-0.1452
DB00199,2.6912,-1.78,0.2391,-0.8396,-0.5494,-0.0565,0.9848,2.571,0.1393,0.138,-1.1327,0.6318,0.5505,-0.1236,1.1112,-0.7289,1.5426,-0.8624,-1.0503,-0.0149,0.0686,0.445,1.7481,1.2842,-1.022,-0.6811,0.0578,-0.1212,-0.3925,0.1456,-0.0738,-0.5225,0.3527,1.6848,0.2258,-1.1042,0.6751,0.2432,-0.5084,-0.1049,1.7676,-0.321,0.2876,0.9621,-1.5254,-0.5785,0.1473,-1.176,0.3027,-0.3098,-0.4046,0.2691,-0.342,1.4368,0.7411,-0.4699,-0.212,0.0811,0.1864,0.3823,0.4172,0.3532,-0.4346,0.1008,-0.5849,-0.0982,-0.0072,-0.0135,0.7493,-0.0256,0.5965,0.2899,0.345,0.6859,-0.3487,-0.4535,-0.1916,0.4425,-0.4362,0.6042,-0.1954,0.0366,-0.4466,-0.66,0.0651,0.2729,-0.2695,-0.2272,0.0508,0.137,-0.1709,0.1718,0.4333,0.1988,0.165,0.2081,-0.1285,0.2391,0.3099,0.1464
DB00201,-0.8073,-0.6837,-0.5887,0.0409,0.787,0.5305,0.1428,-0.1029,0.062,-0.9555,-0.3667,-0.3494,0.8064,0.2542,0.1473,0.11,-0.1056,0.5432,-1.214,-0.2871,-0.1744,-0.0157,-0.643,-0.1408,-0.0734,-0.5774,0.5171,-0.0395,0.0869,-0.1595,-0.5164,-0.1155,0.4149,-0.2213,-0.0444,0.0291,-0.0194,0.0027,0.4967,-0.4327,0.3586,-0.1928,-0.3707,0.3564,0.104,0.3269,-0.4695,-0.172,-0.044,0.2666,0.0276,-0.2279,0.1542,0.2955,0.0831,-0.1846,0.4298,-0.0425,-0.0605,-0.4245,-0.4622,-0.2289,0.1235,0.2221,-0.0777,0.2635,0.5825,0.6686,-0.1576,-0.2607,-0.3426,0.2501,0.5423,-0.1758,0.2285,-0.1463,-0.0858,0.2655,0.3339,-0.0121,0.2924,0.0228,0.0917,0.0224,0.1343,-0.0638,-0.0788,-0.1727,-0.2529,-0.1128,0.2302,0.0819,-0.1339,0.1611,-0.2547,0.1638,-0.0597,-0.2593,0.1262,0.3025
DB00202,-0.6825,-1.0016,1.305,-0.323,0.5272,-0.0642,-0.3816,-0.0347,1.0398,-0.0458,-0.3039,0.3807,-0.3731,-0.3431,-0.156,0.0462,-0.4309,0.1637,-0.428,-0.5778,0.1234,0.0841,0.0616,-0.2576,-0.2166,-0.08,0.2464,-0.345,-0.1086,-0.3288,-0.235,-0.0874,0.3747,-0.108,0.0422,0.333,-0.3888,-0.0437,0.091,0.1462,0.0799,-0.3148,-0.0622,-0.3059,-0.0895,-0.0537,0.0768,-0.1607,-0.12,-0.3478,-0.1302,-0.058,0.2273,-0.3436,-0.003,0.0052,-0.4833,0.1269,-0.5463,0.3854,-0.1259,-0.428,0.1478,0.0445,-0.5357,-0.0833,0.1676,-0.276,-0.1775,0.1332,-0.3781,0.1671,0.1908,0.16,0.2576,0.0294,0.2425,0.11,0.0865,-0.4132,0.0294,-0.3117,-0.0287,0.0087,0.408,-0.1428,-0.3,0.0474,0.0689,0.1784,-0.2915,0.0928,-0.1725,0.3746,0.0347,0.2351,0.2373,0.0606,-0.355,0.0402
DB00203,-0.0755,0.7988,-1.5462,-1.3062,0.9281,0.4517,-0.4488,0.4506,0.7164,-0.7564,-0.6939,0.1998,1.0181,0.004,0.594,0.9026,-0.1763,0.2282,-0.4571,0.7814,-1.1066,-0.2238,0.2321,-0.5297,0.1662,0.1852,0.6571,-0.1805,0.064,0.0213,0.0562,-1.1425,0.3206,0.3067,0.0677,0.0419,-0.48,0.7397,0.3007,-0.0104,-0.2562,0.6106,0.6308,-0.0723,-0.7702,0.4582,0.5082,0.2395,-0.3193,-0.3441,0.3485,0.0099,0.0909,0.3621,-0.3972,-0.2834,0.2329,0.0648,-0.141,-0.243,0.5996,-1.2092,0.4133,-0.4852,0.5953,0.8902,-0.004,0.6,0.0569,0.1197,-0.3254,0.5461,0.4267,-0.2225,0.3507,0.2684,-0.2008,0.1155,0.7623,0.333,0.512,-0.0452,-0.3523,-0.2607,-0.1975,-0.0617,0.6451,0.4359,-0.138,-0.0438,0.2128,0.2469,0.8885,-0.035,0.3038,0.3386,-0.1671,-0.268,-0.5225,-0.0714
DB00204,-1.1477,0.2041,0.3074,-1.5033,-0.2512,-0.4438,-0.4586,0.3396,0.0128,-0.7315,-0.3093,0.6212,-0.5442,0.1609,0.4467,0.2529,-0.302,-1.1887,-0.4242,-0.4186,-1.0385,0.1964,0.4486,-0.6106,-0.1424,0.2353,0.6471,-0.5736,0.2201,0.8235,0.2818,0.6517,0.1059,-0.4706,-0.4345,-0.1898,-0.2398,0.1743,0.9564,-0.0769,-0.3371,0.0094,0.1459,0.2612,-0.2616,0.0706,0.3705,0.0358,0.1423,-0.2277,-0.2638,-0.6566,0.3282,-0.017,-0.4594,0.0064,-0.0259,-0.2594,-0.9523,0.3115,-0.6619,0.0035,-0.1644,-0.1194,-0.0363,0.1629,-0.4019,0.0552,0.1429,0.1375,0.1726,0.0603,-0.0554,-0.0628,-0.1907,-0.0531,0.0314,0.8045,-0.0826,0.183,0.1677,-0.4473,0.0219,0.1724,-0.0539,0.0592,-0.0944,0.3999,-0.2029,-0.0452,0.2496,0.3519,-0.3438,0.2606,-0.0055,0.1575,-0.0888,-0.2513,-0.0767,0.3884
DB00205,-1.4259,-0.2486,-0.4838,-0.5167,0.4186,0.5466,1.0025,0.1936,-0.0025,-0.3525,0.3205,0.4012,-0.2708,-0.3575,0.1108,-0.6323,-0.5803,0.6964,-0.2536,0.7167,-0.3456,0.0584,0.2561,0.1133,0.4961,0.1636,-0.1607,0.4107,-0.2394,-0.1595,0.1782,0.1659,0.376,0.104,-0.5279,0.0359,-0.1349,-0.5044,-0.2526,0.2516,0.0739,-0.0282,0.526,-0.7926,0.1456,0.1737,-0.3296,0.0093,-0.0195,0.1673,-0.2339,0.426,-0.4496,-0.0914,-0.1737,-0.0864,0.2349,-0.3248,-0.0788,-0.3258,0.1866,-0.167,-0.1141,-0.3566,0.2274,-0.1253,0.0116,-0.7112,-0.1425,-0.0879,0.292,0.1614,-0.4772,0.4895,-0.2895,-0.3594,-0.5283,-0.1236,-0.2771,-0.1199,-0.2604,-0.4814,-0.047,-0.0273,-0.2997,-0.133,-0.035,-0.1108,0.3395,-0.0879,-0.1467,0.3662,-0.4358,-0.1694,0.3186,-0.1687,0.5558,0.0356,0.1101,0.2946
DB00206,1.2269,1.042,-0.5128,-1.9968,0.1474,-0.4062,-1.4264,-0.4437,0.1129,0.9132,-0.7954,-0.3594,0.2291,-0.5789,-1.3041,0.173,-0.4373,0.4269,-0.0348,-1.4018,-0.8104,-0.612,-0.1815,0.8625,-0.2429,1.1848,-0.0902,0.3,-0.9606,1.1283,0.3227,0.0705,-1.1252,-0.3789,0.6302,0.2839,-0.2076,0.2983,0.7108,0.1695,-0.2581,0.2289,-0.1174,0.2713,-0.6101,0.2711,-0.684,0.5366,0.5479,0.8432,-0.589,-0.6546,-1.3379,0.3749,-0.2688,-0.1449,-0.4602,0.2899,0.0822,-0.4162,0.7307,0.0428,-0.1676,-0.3597,-0.9696,-0.4256,-0.2995,-1.3363,-0.3557,-0.5142,0.377,0.5887,0.2432,-0.058,0.3709,-0.2952,0.7892,0.2819,-0.5512,0.6892,0.9484,0.2072,0.2285,1.2502,-0.3842,-0.0956,0.0019,-0.079,-0.6527,0.261,0.2375,0.4541,-0.398,0.5089,-0.9906,0.6449,-0.3857,0.0073,-0.3423,0.2069
DB00207,2.7059,-1.2818,-0.2085,-0.609,-0.2288,0.0995,0.8332,2.7249,0.4172,0.2187,-1.1471,0.7226,0.7219,0.1932,1.4486,-0.4888,1.4409,-0.5196,-1.3688,-0.1575,-0.0005,0.4122,1.6587,1.3747,-0.9951,-0.818,0.0134,-0.5042,-0.3517,0.4348,-0.301,-0.5797,0.2911,1.6423,0.2551,-1.0058,0.5216,-0.1575,-0.3444,-0.1324,1.707,-0.4208,0.1692,0.8538,-1.4679,-0.6398,-0.078,-0.8351,0.6372,-0.3826,-0.0196,0.2324,-0.2331,1.5142,1.0654,-0.1945,-0.0044,-0.0519,0.3634,0.6186,0.4343,0.4324,-0.3744,-0.1747,-0.4414,-0.0008,0.1533,-0.0128,0.5621,0.0726,0.6923,0.0153,0.4824,0.695,-0.3762,-0.4188,0.0209,0.4433,-0.3397,0.5762,0.0193,0.0621,-0.4764,-0.5125,0.1353,0.1408,-0.2358,-0.3373,-0.0599,0.1031,-0.2869,0.0346,0.4275,0.3164,-0.0761,0.0994,-0.1023,0.206,0.443,0.0546
